ID Dataset;Area del Conocimiento;Categoría;Red Institucional;Tipo de Lugar de Trabajo;Provincia laboral;Rango de Edad;Género
2020-01420;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-00130;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;50 a 59;Mujeres
2020-01034;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;50 a 59;Mujeres
2020-02169;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;60 años y más;Mujeres
2020-00234;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;50 a 59;Mujeres
2020-00427;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;60 años y más;Mujeres
2020-00971;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;60 años y más;Mujeres
2020-01229;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Río Negro;50 a 59;Mujeres
2020-01118;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Otros;Río Negro;50 a 59;Mujeres
2020-00083;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;60 años y más;Mujeres
2020-00128;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;60 años y más;Mujeres
2020-00694;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;60 años y más;Mujeres
2020-00780;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;60 años y más;Mujeres
2020-01184;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-01497;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;50 a 59;Mujeres
2020-01669;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;60 años y más;Mujeres
2020-01752;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-00029;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;50 a 59;Mujeres
2020-00620;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;60 años y más;Mujeres
2020-01053;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;50 a 59;Mujeres
2020-03133;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-00820;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Juan;50 a 59;Mujeres
2020-02161;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Juan;50 a 59;Mujeres
2020-00550;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;San Juan;50 a 59;Mujeres
2020-02440;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;San Juan;50 a 59;Mujeres
2020-01814;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Corrientes;60 años y más;Mujeres
2020-00571;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Entre Ríos;50 a 59;Mujeres
2020-01393;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Entre Ríos;50 a 59;Mujeres
2020-01560;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tierra del Fuego;50 a 59;Mujeres
2020-00027;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Neuquén;60 años y más;Mujeres
2020-00810;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santiago del Estero;50 a 59;Mujeres
2020-00726;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-01114;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01323;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01346;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01360;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01633;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;40 a 49;Mujeres
2020-01673;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-02018;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-02150;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-02167;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-02604;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-03530;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-00002;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;60 años y más;Mujeres
2020-00654;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;60 años y más;Mujeres
2020-00655;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01105;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01206;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01380;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01679;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01968;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-02505;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-02622;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-03359;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01533;KS - Ciencias Sociales y Humanidades;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;50 a 59;Mujeres
2020-00003;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00022;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00017;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00054;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00211;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00243;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00255;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-00482;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00509;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00666;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-00901;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-01347;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-01612;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-01720;KS - Ciencias Sociales y Humanidades;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
